,0,1,2,3,4,5
3609,False,True,False,False,False,False
3610,False,True,True,True,True,False
3611,False,True,False,False,False,False
3612,False,False,False,False,False,False
3613,False,True,False,True,True,True
3614,False,True,False,False,False,False
3615,False,True,False,True,False,True
3616,True,False,False,False,False,False
3617,False,True,False,False,True,False
3618,False,True,False,False,False,False
3619,False,True,False,False,False,False
3620,True,False,False,False,False,False
3621,False,True,True,False,True,True
3622,False,True,True,False,True,True
3623,False,True,False,False,False,False
3624,True,False,False,False,False,False
3625,False,False,False,False,False,False
3626,False,True,False,False,False,False
3627,False,True,False,False,True,True
3628,False,True,False,False,False,True
3629,False,False,True,False,True,True
3630,False,True,False,True,False,True
3631,False,True,False,False,False,False
3632,False,True,False,False,False,False
3633,False,True,False,False,False,False
3634,False,True,False,False,False,False
3635,True,False,False,False,False,False
3636,False,True,False,False,False,False
3637,False,False,True,False,False,False
3638,False,True,False,False,False,False
3639,True,False,False,False,False,False
3640,False,True,False,False,False,False
3641,False,True,False,False,False,False
3642,False,True,True,True,True,True
3643,False,False,False,False,False,False
3644,False,True,False,False,False,False
3645,False,True,True,True,True,True
3646,False,True,False,False,False,True
3647,False,False,False,False,False,False
3648,False,False,False,False,False,False
3649,False,False,False,False,False,False
3650,False,True,False,False,False,False
3651,False,True,False,False,False,False
3652,False,True,True,False,False,True
3653,False,True,False,True,False,False
3654,False,True,False,False,False,False
3655,True,False,False,False,False,False
3656,True,False,False,False,False,False
3657,True,False,False,False,False,False
3658,False,True,False,False,False,False
3659,False,True,False,False,False,True
3660,False,True,False,False,False,True
3661,False,True,False,False,False,False
3662,True,False,False,False,False,False
3663,False,True,False,True,False,True
3664,True,False,False,False,False,False
3665,False,True,False,False,False,False
3666,False,True,False,False,False,False
3667,False,True,False,True,False,False
3668,False,True,False,False,False,False
3669,False,False,False,False,False,False
3670,False,True,False,False,False,False
3671,True,False,False,False,False,False
3672,False,True,False,True,False,True
3673,True,False,False,False,False,False
3674,False,True,False,False,True,True
3675,False,True,False,True,False,False
3676,False,True,False,False,False,False
3677,False,True,False,False,False,True
3678,False,True,False,False,False,False
3679,True,False,False,False,False,False
3680,False,True,False,True,False,True
3681,False,False,False,False,True,False
3682,False,True,False,False,False,False
3683,False,True,False,False,False,False
3684,False,True,False,False,False,False
3685,False,True,False,False,False,False
3686,False,True,False,False,False,False
3687,False,True,False,False,False,False
3688,True,False,False,False,False,False
3689,False,True,False,False,False,False
3690,True,False,False,False,False,False
3691,True,False,False,False,False,False
3692,True,False,False,False,False,False
3693,False,True,False,True,False,False
3694,False,True,False,False,False,False
3695,False,True,False,False,False,False
3696,True,False,False,False,False,False
3697,False,True,False,True,False,False
3698,False,True,False,False,True,False
3699,False,True,False,False,False,False
3700,False,True,True,False,False,False
3701,False,True,True,True,True,True
3702,False,True,False,False,False,False
3703,False,True,False,False,False,False
3704,False,True,False,False,True,False
3705,True,False,False,False,False,False
3706,True,False,False,False,False,False
3707,False,True,False,False,False,False
3708,True,False,False,False,False,False
3709,False,True,False,True,False,False
3710,False,False,False,False,False,True
3711,True,False,False,False,False,False
3712,False,True,False,False,False,True
3713,False,True,False,False,False,True
3714,False,False,False,False,False,False
3715,False,True,False,True,True,False
3716,True,False,False,False,False,False
3717,True,False,False,False,False,False
3718,True,False,False,False,False,False
3719,False,True,False,False,False,False
3720,False,False,False,False,False,False
3721,False,True,False,False,False,False
3722,False,False,False,False,False,False
3723,False,True,False,False,False,True
3724,False,True,False,False,False,False
3725,False,True,False,True,True,True
3726,False,True,False,True,False,True
3727,True,False,False,False,False,False
3728,True,False,False,False,False,False
3729,True,False,False,False,False,False
3730,True,False,False,False,False,False
3731,False,False,False,False,False,False
3732,False,True,True,False,False,True
3733,False,True,False,False,False,False
3734,False,True,True,True,True,True
3735,True,False,False,False,False,False
3736,False,True,False,False,False,True
3737,False,True,True,False,False,False
3738,False,True,True,True,True,True
3739,False,True,False,False,False,False
3740,False,False,True,False,False,False
3741,False,True,False,False,False,False
3742,False,True,True,False,False,True
3743,False,True,False,True,True,False
3744,False,True,False,True,True,True
3745,False,True,False,False,False,False
3746,True,False,False,False,False,False
3747,True,False,False,False,False,False
3748,True,False,False,False,False,False
3749,False,True,False,False,False,False
3750,False,True,False,True,False,False
3751,False,True,False,False,False,False
3752,False,True,False,False,False,True
3753,False,True,False,False,False,False
3754,False,True,True,False,False,False
3755,True,False,False,False,False,False
3756,False,True,False,False,False,False
3757,False,False,False,False,False,False
3758,False,True,True,True,False,False
3759,False,True,False,False,True,False
3760,False,True,True,True,False,True
3761,False,True,True,True,False,True
3762,True,False,False,False,False,False
3763,False,True,False,False,False,False
3764,True,False,False,False,False,False
3765,False,False,False,False,False,True
3766,False,True,False,True,True,True
3767,False,True,False,False,False,False
3768,False,True,False,False,False,False
3769,False,False,False,False,False,False
3770,False,True,False,False,False,True
3771,False,True,True,False,True,True
3772,False,False,False,False,False,False
3773,False,True,False,False,False,False
3774,False,True,False,False,False,False
3775,True,False,False,False,False,False
3776,False,True,True,True,True,True
3777,False,True,False,False,False,False
3778,True,False,False,False,False,False
3779,False,True,False,False,False,False
3780,True,False,False,False,False,False
3781,False,True,False,False,False,True
3782,False,True,True,False,False,False
3783,False,True,False,False,False,False
3784,False,True,False,False,False,False
3785,False,True,False,True,False,False
3786,False,True,True,True,False,True
3787,False,True,True,True,True,True
3788,False,True,True,False,True,True
3789,False,False,False,False,False,False
3790,False,True,False,False,False,False
3791,False,True,False,True,False,True
3792,False,True,True,False,False,True
3793,True,False,False,False,False,False
3794,False,True,False,False,False,False
3795,True,False,False,False,False,False
3796,False,True,False,False,False,False
3797,False,False,True,False,False,False
3798,False,False,False,False,False,False
3799,False,True,False,False,False,False
3800,False,True,False,False,False,False
3801,True,False,False,False,False,False
3802,False,True,False,False,True,True
3803,False,True,False,False,False,False
3804,False,True,False,False,True,True
3805,True,False,False,False,False,False
3806,False,True,False,False,False,False
3807,False,False,False,False,False,True
3808,False,True,False,False,False,False
3809,False,True,False,True,True,True
3810,False,True,False,False,False,False
3811,False,False,False,True,False,True
3812,False,True,False,False,False,False
3813,False,True,False,False,False,False
3814,False,True,True,False,False,False
3815,False,True,True,False,False,False
3816,False,False,False,False,True,False
3817,False,True,False,False,False,True
3818,False,True,False,False,False,False
3819,True,False,False,False,False,False
3820,False,True,False,False,False,False
3821,False,True,False,True,False,False
3822,False,True,False,False,False,True
3823,False,True,False,False,False,False
3824,True,False,False,False,False,False
3825,True,False,False,False,False,False
3826,False,True,False,False,True,True
3827,True,False,False,False,False,False
3828,False,True,False,False,False,False
3829,False,False,False,False,False,False
3830,False,True,False,False,False,False
3831,True,False,False,False,False,False
3832,True,False,False,False,False,False
3833,False,True,False,False,False,False
3834,True,False,False,False,False,False
3835,False,False,False,False,False,False
3836,True,False,False,False,False,False
3837,False,True,False,False,False,False
3838,True,False,False,False,False,False
3839,False,True,False,False,False,False
3840,False,True,False,False,False,False
3841,False,True,False,False,False,False
3842,False,True,False,True,False,True
3843,False,True,True,False,False,False
3844,False,True,False,False,False,False
3845,False,True,False,False,False,True
3846,False,True,False,False,False,False
3847,False,True,False,False,False,False
3848,False,True,False,False,False,False
3849,False,True,False,False,False,False
3850,False,True,False,False,False,False
3851,False,False,False,False,False,True
3852,False,False,False,False,False,False
3853,False,False,True,False,False,False
3854,True,False,False,False,False,False
3855,True,False,False,False,False,False
3856,False,True,False,False,False,False
3857,False,True,False,False,False,True
3858,False,True,False,True,False,False
3859,False,True,False,True,False,True
3860,True,False,False,False,False,False
3861,False,True,False,False,False,False
3862,False,True,False,False,False,False
3863,False,True,True,False,False,False
3864,True,False,False,False,False,False
3865,False,True,False,False,False,False
3866,False,True,False,False,False,True
3867,False,True,False,False,False,False
3868,False,True,False,False,False,False
3869,False,True,False,False,True,True
3870,False,True,False,False,False,False
3871,True,False,False,False,False,False
3872,False,True,False,False,False,False
3873,True,False,False,False,False,False
3874,False,True,False,False,False,False
3875,True,False,False,False,False,False
3876,False,True,True,False,False,False
3877,False,False,False,False,False,False
3878,False,True,False,False,False,False
3879,True,False,False,False,False,False
3880,True,False,False,False,False,False
3881,False,True,False,True,False,False
3882,False,True,False,False,False,False
3883,False,True,False,False,False,False
3884,False,False,True,False,False,False
3885,False,True,False,False,False,False
3886,False,True,False,True,False,False
3887,False,True,False,False,False,False
3888,False,True,False,False,False,False
3889,False,True,True,False,True,True
3890,False,False,False,False,False,False
3891,False,True,False,False,False,False
3892,True,False,False,False,False,False
3893,True,False,False,False,False,False
3894,False,True,False,True,False,True
3895,True,False,False,False,False,False
3896,True,False,False,False,False,False
3897,False,True,True,False,False,False
3898,False,True,False,False,False,False
3899,True,False,False,False,False,False
3900,False,True,False,True,False,False
3901,False,False,True,False,False,True
3902,True,False,False,False,False,False
3903,False,True,False,False,False,False
3904,False,True,False,True,False,False
3905,True,False,False,False,False,False
3906,True,False,False,False,False,False
3907,False,True,False,False,False,False
3908,False,True,False,True,False,False
3909,True,False,False,False,False,False
3910,False,True,False,False,False,False
3911,False,True,True,False,True,True
3912,False,True,False,False,False,False
3913,False,False,False,False,False,False
3914,False,True,False,False,False,False
3915,False,True,False,False,False,False
3916,True,False,False,False,False,False
3917,False,True,False,False,False,False
3918,True,False,False,False,False,False
3919,False,True,False,False,False,False
3920,False,True,False,True,True,True
3921,False,True,False,False,False,False
3922,False,True,False,False,False,False
3923,False,True,False,False,False,False
3924,False,True,False,False,False,False
3925,True,False,False,False,False,False
3926,False,True,False,False,False,False
3927,False,True,False,False,False,False
3928,False,True,True,True,False,False
3929,False,True,False,False,False,False
3930,False,True,False,False,False,False
3931,False,False,True,False,False,False
3932,False,True,False,False,False,False
3933,False,True,False,False,False,False
3934,False,True,False,False,False,False
3935,True,False,False,False,False,False
3936,False,False,True,False,False,False
3937,False,True,False,False,False,False
3938,True,False,False,False,False,False
3939,True,False,False,False,False,False
3940,False,False,False,False,False,False
3941,True,False,False,False,False,False
3942,True,False,False,False,False,False
3943,False,True,False,False,False,False
3944,False,False,False,False,False,False
3945,False,True,False,False,False,False
3946,False,True,False,False,False,False
3947,False,True,False,False,False,False
3948,False,True,False,True,False,False
3949,False,True,False,False,False,False
3950,False,False,False,False,False,False
3951,False,False,False,False,False,True
3952,False,True,False,False,False,True
3953,False,False,False,False,False,False
3954,True,False,False,False,False,False
3955,False,True,True,False,False,False
3956,False,True,False,False,False,False
3957,False,True,False,False,False,False
3958,False,True,False,False,True,True
3959,False,True,False,True,False,True
3960,False,True,False,False,False,True
3961,True,False,False,False,False,False
3962,False,True,False,False,False,False
3963,True,False,False,False,False,False
3964,False,True,False,False,False,True
3965,False,False,False,False,False,False
3966,True,False,False,False,False,False
3967,False,True,False,True,False,True
3968,False,True,False,False,False,False
3969,False,True,False,False,False,False
3970,False,True,False,True,False,False
3971,False,True,False,False,False,False
3972,True,False,False,False,False,False
3973,False,True,False,True,False,True
3974,False,False,False,False,False,False
3975,False,True,False,False,False,False
3976,False,True,False,False,False,False
3977,False,True,True,False,False,False
3978,False,True,True,True,True,True
3979,False,True,False,False,False,False
3980,False,True,False,True,False,True
3981,False,True,False,False,False,False
3982,False,False,False,False,True,False
3983,False,True,False,False,False,False
3984,False,True,True,True,True,True
3985,True,False,False,False,False,False
3986,False,True,True,True,True,True
3987,False,False,False,False,False,False
3988,False,True,False,False,False,False
3989,False,True,True,False,False,False
3990,False,False,False,True,False,False
3991,True,False,False,False,False,False
3992,False,True,False,True,False,False
3993,False,True,False,False,True,True
3994,False,False,True,False,True,False
3995,False,False,False,False,False,False
3996,True,False,False,False,False,False
3997,False,True,True,False,False,False
3998,False,True,False,False,False,False
3999,False,False,False,False,False,False
4000,True,False,False,False,False,False
4001,False,True,False,True,False,False
4002,False,False,False,False,False,False
4003,False,True,False,False,False,False
4004,False,True,False,False,False,False
4005,False,True,False,False,False,False
4006,True,False,False,False,False,False
4007,False,True,False,True,False,True
4008,True,False,False,False,False,False
4009,False,False,False,False,False,False
4010,False,True,False,False,False,False
4011,False,True,True,False,True,True
4012,False,False,True,True,False,False
4013,False,True,True,False,False,False
4014,False,True,False,False,False,False
4015,False,True,False,False,False,False
4016,False,True,False,False,False,False
4017,False,False,False,True,False,False
4018,False,True,True,False,True,False
4019,True,False,False,False,False,False
4020,False,True,False,False,False,False
4021,False,True,False,False,False,False
4022,False,True,False,True,True,True
4023,False,True,False,True,True,True
4024,False,True,False,False,False,False
4025,False,True,False,False,False,False
4026,False,True,False,False,False,False
4027,True,False,False,False,False,False
4028,False,True,False,True,False,True
4029,False,False,False,False,False,False
4030,False,True,False,False,False,False
4031,False,True,False,True,True,True
4032,True,False,False,False,False,False
4033,False,True,False,False,False,True
4034,False,True,True,True,True,True
4035,False,True,False,False,False,False
4036,False,True,False,False,False,False
4037,False,True,False,True,True,True
4038,False,True,True,True,True,True
4039,False,True,False,False,False,False
4040,False,True,False,False,False,False
4041,False,True,False,False,False,False
4042,False,True,True,False,True,True
4043,False,True,False,True,False,False
4044,False,True,False,True,False,False
4045,False,False,False,False,False,False
4046,False,True,False,False,False,False
4047,False,False,True,False,True,True
4048,True,False,False,False,False,False
4049,False,True,True,False,False,False
4050,False,True,True,False,False,False
4051,False,True,True,True,True,True
4052,False,False,True,True,True,True
4053,True,False,False,False,False,False
4054,True,False,False,False,False,False
4055,False,True,False,False,False,False
4056,False,True,True,False,False,False
4057,False,False,True,False,True,False
4058,False,True,True,False,False,False
4059,False,True,False,False,False,True
4060,False,True,True,True,False,False
4061,False,True,False,False,False,False
4062,True,False,False,False,False,False
4063,True,False,False,False,False,False
4064,True,False,False,False,False,False
4065,False,False,False,False,False,False
4066,False,True,False,False,False,False
4067,False,True,False,False,False,False
4068,False,True,False,False,False,False
4069,False,True,False,False,False,False
4070,False,True,False,False,False,False
4071,False,True,False,False,False,False
4072,False,False,False,False,False,False
4073,True,False,False,False,False,False
4074,False,True,False,False,False,False
4075,False,True,False,False,False,False
4076,False,True,False,True,True,True
4077,True,False,False,False,False,False
4078,True,False,False,False,False,False
4079,False,True,False,True,False,True
4080,True,False,False,False,False,False
4081,False,True,True,False,False,True
4082,False,False,False,False,False,False
4083,True,False,False,False,False,False
4084,False,True,False,False,False,False
4085,True,False,False,False,False,False
4086,True,False,False,False,False,False
4087,False,True,False,False,False,True
4088,False,True,True,False,False,False
4089,False,True,False,True,False,True
4090,False,False,True,False,False,False
4091,True,False,False,False,False,False
4092,True,False,False,False,False,False
4093,False,True,True,True,False,True
4094,False,True,True,False,False,False
4095,False,True,False,True,False,False
4096,True,False,False,False,False,False
4097,False,True,True,True,True,True
4098,False,True,True,False,False,True
4099,False,False,False,False,False,False
4100,False,True,False,False,False,False
4101,False,True,True,False,False,False
4102,False,False,False,False,False,False
4103,False,True,False,False,False,False
4104,False,True,False,False,False,False
4105,True,False,False,False,False,False
4106,False,False,False,False,False,False
4107,True,False,False,False,False,False
4108,False,True,True,True,False,True
4109,False,True,False,False,True,False
4110,False,True,False,True,False,True
4111,False,True,True,False,True,True
4112,False,True,False,False,False,False
4113,False,True,False,False,False,False
4114,False,False,False,False,False,False
4115,False,True,False,True,False,False
4116,False,True,False,False,False,False
4117,False,True,False,False,False,False
4118,False,True,False,False,False,False
4119,False,True,False,True,False,True
4120,False,True,False,True,False,False
4121,False,False,False,False,False,False
4122,False,True,True,True,False,True
4123,False,True,False,False,False,False
4124,False,True,False,False,False,False
4125,False,True,True,True,False,True
4126,False,False,False,False,False,False
4127,False,True,True,True,False,False
4128,False,True,False,False,False,False
4129,False,True,False,False,False,False
4130,False,True,False,True,False,True
4131,False,True,False,False,False,False
4132,False,True,False,False,True,True
4133,True,False,False,False,False,False
4134,True,False,False,False,False,False
4135,True,False,False,False,False,False
4136,False,True,True,True,True,True
4137,False,True,True,False,True,False
4138,True,False,False,False,False,False
4139,False,True,True,False,True,True
4140,True,False,False,False,False,False
4141,False,True,False,False,False,False
4142,False,True,False,False,False,False
4143,False,True,False,False,False,False
4144,False,True,True,True,True,True
4145,True,False,False,False,False,False
4146,False,False,False,False,False,False
4147,False,True,False,True,True,False
4148,False,True,False,False,False,False
4149,False,False,True,False,True,True
4150,False,True,False,False,False,False
4151,True,False,False,False,False,False
4152,False,True,False,True,False,False
4153,False,True,False,False,False,False
4154,False,False,False,False,False,True
4155,False,True,False,False,True,False
4156,True,False,False,False,False,False
4157,False,False,False,True,False,True
4158,False,False,False,False,False,False
4159,False,True,False,True,False,False
4160,False,False,False,False,False,False
4161,False,True,False,False,False,False
4162,False,False,False,True,False,False
4163,False,True,False,False,False,False
4164,False,True,False,True,True,False
4165,False,True,False,False,True,True
4166,False,False,False,False,False,False
4167,False,True,True,True,True,True
4168,False,True,False,True,False,False
4169,False,True,False,False,False,False
4170,False,True,False,False,False,False
4171,False,True,False,False,False,False
4172,False,True,False,False,False,True
4173,False,False,False,False,False,False
4174,False,True,False,False,False,False
4175,False,True,False,False,False,False
4176,False,True,False,False,False,True
4177,False,True,False,False,True,True
4178,False,True,False,True,False,True
4179,False,True,False,False,False,False
4180,False,True,False,False,False,False
4181,False,True,True,False,False,False
4182,False,True,False,False,False,False
4183,False,True,False,False,False,False
4184,False,True,False,False,False,False
4185,False,True,False,False,False,False
4186,False,True,False,False,False,False
4187,False,False,False,False,False,False
4188,False,True,False,False,False,False
4189,False,True,False,False,False,False
4190,False,True,False,False,False,False
4191,False,False,False,False,False,False
4192,False,True,True,True,True,False
4193,False,True,False,True,False,True
4194,False,True,False,True,False,False
4195,False,True,False,False,False,False
4196,False,True,False,False,False,False
4197,False,True,False,True,False,False
4198,False,True,False,False,False,False
4199,False,False,False,False,False,False
4200,False,True,False,False,False,False
4201,False,False,False,True,False,False
4202,False,False,False,False,False,False
4203,False,True,True,True,False,True
4204,False,False,False,False,False,False
4205,False,True,False,False,False,True
4206,False,False,False,False,False,False
4207,False,True,False,False,False,False
4208,False,True,False,False,False,False
4209,False,True,False,False,False,False
4210,False,True,False,False,False,False
4211,False,True,False,False,False,False
4212,False,True,False,True,True,True
4213,False,False,False,False,False,False
4214,False,True,False,False,False,False
4215,False,True,False,False,False,False
4216,False,True,False,False,False,False
4217,False,False,False,False,False,False
4218,False,True,True,False,False,True
4219,False,True,True,True,True,False
4220,False,True,False,False,False,False
4221,False,True,True,True,True,True
4222,False,True,False,False,False,False
4223,False,False,True,True,False,False
4224,False,True,False,False,False,True
4225,False,True,False,False,False,False
4226,False,False,False,True,False,False
4227,False,False,True,False,False,True
4228,False,True,False,True,False,False
4229,False,True,True,True,True,True
4230,False,True,False,False,False,False
4231,False,True,False,False,False,False
4232,False,True,True,False,False,True
4233,False,True,False,False,False,False
4234,False,True,False,False,False,False
4235,False,True,True,True,True,False
4236,False,True,False,False,False,False
4237,False,False,False,True,False,False
4238,False,False,False,False,True,True
4239,False,True,False,False,False,False
4240,False,False,False,False,False,False
4241,False,True,False,False,False,False
4242,False,True,False,False,False,True
4243,False,True,True,False,True,False
4244,False,True,False,True,False,False
4245,False,True,False,False,False,False
4246,False,True,False,False,False,False
4247,False,True,False,False,False,False
4248,False,True,False,False,False,False
4249,False,True,False,False,False,True
4250,False,False,False,False,False,False
4251,False,True,False,False,False,False
4252,False,False,False,False,False,False
4253,False,True,False,False,False,False
4254,False,True,False,False,False,True
4255,False,True,False,False,False,True
4256,False,False,False,False,False,True
4257,False,False,False,False,True,False
4258,False,True,False,False,False,False
4259,False,True,False,False,False,False
4260,False,True,False,False,True,False
4261,False,True,False,True,True,True
4262,False,False,False,False,False,True
4263,False,True,False,False,False,True
4264,False,False,True,False,False,True
4265,False,True,False,False,False,True
4266,False,False,True,False,False,False
4267,False,True,False,True,True,False
4268,False,True,True,True,True,True
4269,False,True,True,True,True,True
4270,False,True,True,False,True,True
4271,False,False,False,False,True,True
4272,False,True,False,False,True,True
4273,False,True,False,False,False,False
4274,False,True,True,False,False,False
4275,False,True,False,False,False,False
4276,False,True,False,False,False,True
4277,False,True,False,False,False,False
4278,False,True,False,False,False,True
4279,False,True,False,False,False,False
4280,False,False,False,False,False,False
4281,False,True,False,False,False,False
4282,False,True,False,False,False,False
4283,False,True,False,False,False,False
4284,False,False,False,False,False,False
4285,False,False,False,False,False,False
4286,False,False,False,False,False,False
4287,False,False,False,False,False,False
4288,False,True,False,False,True,True
4289,False,True,False,False,False,True
4290,False,True,True,True,False,True
4291,False,True,False,False,False,True
4292,False,True,True,False,False,False
4293,False,True,True,False,False,True
4294,False,False,False,False,False,False
4295,False,True,False,False,False,False
4296,False,True,True,False,False,False
4297,False,True,False,False,False,False
4298,False,True,False,True,False,True
4299,False,True,False,True,False,False
4300,False,True,False,True,False,True
4301,False,True,False,False,False,False
4302,False,True,False,True,False,False
4303,False,True,False,True,True,True
4304,False,True,False,False,False,False
4305,False,True,False,False,False,False
4306,False,False,False,False,False,False
4307,False,True,False,True,False,False
4308,False,True,True,False,False,False
4309,False,False,False,False,False,False
4310,False,False,False,False,False,False
4311,False,True,False,False,False,False
4312,False,False,False,False,False,False
4313,False,True,True,True,True,True
4314,False,True,False,False,False,False
4315,False,False,False,False,False,False
4316,False,False,False,False,False,True
4317,False,True,False,False,False,False
4318,False,True,False,False,False,False
4319,False,False,False,False,False,True
4320,False,True,False,False,False,False
4321,False,False,False,True,False,False
4322,False,True,True,False,True,False
4323,False,False,False,False,False,False
4324,False,True,True,False,False,False
4325,False,False,False,False,False,False
4326,False,True,False,False,False,False
4327,False,True,False,False,False,False
4328,False,True,True,True,True,True
4329,False,True,False,True,False,False
4330,False,True,False,False,False,False
4331,False,True,True,False,True,False
4332,False,True,False,False,False,True
4333,False,True,False,False,False,False
4334,False,True,False,False,False,False
4335,False,True,False,False,False,False
4336,False,True,False,False,False,False
4337,False,False,False,False,False,False
4338,False,False,False,False,False,False
4339,False,True,False,True,False,True
4340,False,True,False,False,True,True
4341,False,False,False,False,False,False
4342,False,True,False,True,True,True
4343,False,False,False,False,False,False
4344,False,True,True,False,False,True
4345,False,False,False,False,False,False
4346,False,True,False,False,True,True
4347,False,True,False,False,True,False
4348,False,True,False,False,False,False
4349,False,True,False,False,False,True
4350,False,True,False,False,False,False
4351,False,True,False,False,False,False
4352,False,True,False,False,False,True
4353,False,True,False,True,False,True
4354,False,True,False,False,True,False
4355,False,True,True,True,True,True
4356,False,True,False,False,False,True
4357,False,True,False,False,False,False
4358,False,True,True,True,True,True
4359,False,True,False,False,True,True
4360,False,True,True,False,False,False
4361,False,True,False,False,False,False
4362,False,True,False,False,False,False
4363,False,True,True,False,False,False
4364,False,True,True,False,False,False
4365,False,True,False,False,False,False
4366,False,True,False,False,False,False
4367,False,False,False,False,False,False
4368,False,False,False,False,False,False
4369,False,True,True,False,True,True
4370,False,True,True,False,False,False
4371,False,True,True,False,False,False
4372,False,False,True,False,False,False
4373,False,True,True,False,False,False
4374,False,False,False,False,True,False
4375,False,False,False,False,False,False
4376,False,True,False,False,False,True
4377,False,True,False,False,False,True
4378,False,True,False,True,False,False
4379,False,True,False,False,False,False
4380,False,True,False,False,False,False
4381,False,True,True,False,False,False
4382,False,True,False,False,False,False
4383,False,False,False,False,False,False
4384,False,True,False,False,False,False
4385,False,True,False,True,True,True
4386,False,True,False,False,False,False
4387,False,True,False,False,False,False
4388,False,True,False,False,False,True
4389,False,True,False,False,False,False
4390,False,False,False,True,False,False
4391,False,True,False,True,False,True
4392,False,True,False,False,False,False
4393,False,False,False,False,False,False
4394,False,True,False,False,False,True
4395,False,True,True,False,False,False
4396,False,True,True,False,True,True
4397,False,True,False,False,False,False
4398,False,False,False,False,False,False
4399,False,True,False,False,False,False
4400,False,True,False,False,False,False
4401,False,True,False,False,False,True
4402,False,False,False,False,False,False
4403,False,True,False,False,False,True
4404,False,True,False,False,False,False
4405,False,True,False,False,False,False
4406,False,False,False,False,False,False
4407,False,True,False,False,False,False
4408,False,True,True,False,False,False
4409,False,True,False,False,False,False
4410,False,True,False,False,False,False
4411,False,True,True,True,True,True
4412,False,True,False,False,False,False
4413,False,True,False,False,False,False
4414,False,True,True,True,False,True
4415,False,True,False,False,False,False
4416,False,True,True,False,False,False
4417,False,False,False,False,False,False
4418,False,False,False,False,False,False
4419,False,False,False,False,False,False
4420,False,True,False,False,False,False
4421,False,True,False,True,False,True
4422,False,True,False,False,False,False
4423,False,False,False,False,False,True
4424,False,True,False,True,False,True
4425,False,False,False,False,False,False
4426,False,True,False,False,True,False
4427,False,True,False,False,False,False
4428,False,True,False,False,False,False
4429,False,True,False,False,False,False
4430,False,True,False,False,False,True
4431,False,False,False,False,False,False
4432,False,False,False,False,False,False
4433,False,True,False,False,True,True
4434,False,True,False,True,False,True
4435,False,True,False,False,True,True
4436,False,True,False,False,False,False
4437,False,False,False,False,False,False
4438,False,True,False,False,False,False
4439,False,True,False,False,False,False
4440,False,True,False,False,False,False
4441,False,False,False,False,False,False
4442,False,True,False,False,False,True
4443,False,True,True,True,True,True
4444,False,True,False,False,False,False
4445,False,True,False,False,True,False
4446,False,True,False,False,False,False
4447,False,True,True,True,False,True
4448,False,True,False,False,False,False
4449,False,True,False,True,True,True
4450,False,False,False,False,False,False
4451,False,True,False,True,False,True
4452,False,True,True,True,True,True
4453,False,True,False,False,False,False
4454,False,True,False,False,False,False
4455,False,False,True,False,False,False
4456,False,True,False,True,True,True
4457,False,False,False,False,True,False
4458,False,True,False,False,False,False
4459,False,False,False,False,False,False
4460,False,True,True,False,False,False
4461,False,True,True,True,True,True
4462,False,True,False,True,False,True
4463,False,True,False,True,True,True
4464,False,True,False,True,False,False
4465,False,True,True,True,True,True
4466,False,True,True,False,False,False
4467,False,False,False,False,False,True
4468,False,True,False,False,False,False
4469,False,True,False,False,False,False
4470,False,True,False,False,False,False
4471,False,True,False,False,False,False
4472,False,True,False,False,False,False
4473,False,False,False,False,False,False
4474,True,False,False,False,False,False
4475,True,False,False,False,False,False
4476,True,False,False,False,False,False
4477,True,False,False,False,False,False
4478,True,False,False,False,False,False
4479,True,False,False,False,False,False
4480,True,False,False,False,False,False
4481,True,False,False,False,False,False
4482,True,False,False,False,False,False
4483,True,False,False,False,False,False
4484,True,False,False,False,False,False
4485,True,False,False,False,False,False
4486,True,False,False,False,False,False
4487,False,False,False,False,False,False
4488,True,False,False,False,False,False
4489,True,False,False,False,False,False
4490,True,False,False,False,False,False
4491,True,False,False,False,False,False
4492,True,False,False,False,False,False
4493,True,False,False,False,False,False
4494,True,False,False,False,False,False
4495,False,False,False,False,True,False
4496,False,False,False,False,True,False
4497,False,False,False,False,True,False
4498,False,False,False,False,True,False
4499,True,False,False,False,False,False
4500,True,False,False,False,False,False
4501,True,False,False,False,False,False
4502,True,False,False,False,False,False
4503,True,False,False,False,False,False
4504,False,False,False,False,True,False
4505,True,False,False,False,False,False
4506,True,False,False,False,False,False
4507,True,False,False,False,False,False
4508,True,False,False,False,False,False
4509,True,False,False,False,False,False
4510,True,False,False,False,False,False
4511,True,False,False,False,False,False
4512,True,False,False,False,False,False
4513,True,False,False,False,False,False
4514,False,True,True,True,True,True
4515,True,False,False,False,False,False
4516,True,False,False,False,False,False
4517,True,False,False,False,False,False
4518,True,False,False,False,False,False
4519,True,False,False,False,False,False
4520,True,False,False,False,False,False
4521,True,False,False,False,False,False
4522,False,False,False,False,True,False
4523,True,False,False,False,False,False
4524,True,False,False,False,False,False
4525,True,False,False,False,False,False
4526,True,False,False,False,False,False
4527,True,False,False,False,False,False
4528,True,False,False,False,False,False
4529,True,False,False,False,False,False
4530,True,False,False,False,False,False
4531,False,False,False,False,False,False
4532,False,False,False,False,True,False
4533,False,False,False,False,True,False
4534,False,True,True,True,True,True
4535,False,False,False,False,False,False
4536,False,False,False,False,False,True
4537,False,True,False,False,False,False
4538,False,True,False,False,True,True
4539,False,False,False,False,False,False
4540,True,False,False,False,False,False
